Paper ID,Ref ID,Reference DOI,sourceTaxonName,interactionTypeName,targetTaxonName,localityName,decimalLatitude,decimalLongitude,observationDateTime,Reference ISBN,Notes
,1,10.1016/j.jembe.2015.02.005,Cancer borealis,preys on,Strongylocentrotus droebachiensis,"Splitnose Point, Nova Scotia, Canada",44.5875,-63.76361111,7/1/2012,,
,1,10.1016/j.jembe.2015.02.005,Strongylocentrotus droebachiensis,preys on,Saccharina latissima,"Splitnose Point, Nova Scotia, Canada",44.5875,-63.76361111,7/1/2012,,
,2,10.3354/meps10983,Cancer borealis,preys on,Strongylocentrotus droebachiensis,"St. Margarets Bay, Nova Scotia",44.695,-64.25805556,7/1/2010,,
,2,10.3354/meps10983,Cancer irroratus,preys on,Strongylocentrotus droebachiensis,"St. Margarets Bay, Nova Scotia",44.695,-64.25805556,7/1/2010,,
,3,10.3354/meps10980,Larus argentatus,preys on,Cancer borealis,"Sable Island, Nova Scotia",43.93333333,-59.9,6/14/2012,,
,3,10.3354/meps10980,Larus marinus,preys on,Cancer borealis,"Sable Island, Nova Scotia",43.93333333,-59.9,6/14/2012,,
,3,10.3354/meps10980,Larus argentatus,preys on,sea cucumber,"Sable Island, Nova Scotia",43.93333333,-59.9,6/14/2012,,
,3,10.3354/meps10980,Larus marinus,preys on,sea cucumber,"Sable Island, Nova Scotia",43.93333333,-59.9,6/14/2012,,
,3,10.3354/meps10980,Larus argentatus,preys on,clams,"Sable Island, Nova Scotia",43.93333333,-59.9,6/14/2012,,
,3,10.3354/meps10980,Larus marinus,preys on,clams,"Sable Island, Nova Scotia",43.93333333,-59.9,6/14/2012,,
,4,10.5343/bms.2011.1148,Cancer borealis,preys on,Strongylocentrotus droebachiensis,Coast of Maine,,,7/1/2004,,
,4,10.5343/bms.2011.1148,Cancer irroratus,preys on,Strongylocentrotus droebachiensis,Coast of Maine,,,7/1/2004,,
,5,10.1016/j.jembe.2012.02.014,Larus argentatus,preys on,Cancer borealis,Appledore Island,42.96666667,-70.61666667,6/1/2001,,
,5,10.1016/j.jembe.2012.02.014,Larus argentatus,preys on,Cancer irroratus,Appledore Island,42.96666667,-70.61666667,6/1/2001,,
,5,10.1016/j.jembe.2012.02.014,Larus argentatus,preys on,Carcinus maenas,Appledore Island,42.96666667,-70.61666667,6/1/2001,,
,5,10.1016/j.jembe.2012.02.014,Larus marinus,preys on,Cancer borealis,Appledore Island,42.96666667,-70.61666667,6/1/2001,,
,5,10.1016/j.jembe.2012.02.014,Larus marinus,preys on,Cancer irroratus,Appledore Island,42.96666667,-70.61666667,6/1/2001,,
,5,10.1016/j.jembe.2012.02.014,Larus marinus,preys on,Carcinus maenas,Appledore Island,42.96666667,-70.61666667,6/1/2001,,
,5,10.1016/j.jembe.2012.02.014,Cancer borealis,preys on,Mytilus edulis,Appledore Island,42.96666667,-70.61666667,6/1/2001,,
,6,10.1016/j.jembe.2010.10.005,Cancer borealis,preys on,Nucella lapillus,"Damariscotta River, ME",,,,,
,6,10.1016/j.jembe.2010.10.005,Cancer irroratus,preys on,Nucella lapillus,"Damariscotta River, ME",,,,,
,6,10.1016/j.jembe.2010.10.005,Carcinus maenas,preys on,Nucella lapillus,"Damariscotta River, ME",,,,,
,6,10.1016/j.jembe.2010.10.005,Nucella lapillus,preys on,Barnacle sp.,"Damariscotta River, ME",,,,,
,6,10.1016/j.jembe.2010.10.005,Cancer borealis,preys on,Mytilus edulis,"Damariscotta River, ME",,,,,
,6,10.1016/j.jembe.2010.10.005,Cancer irroratus,preys on,Mytilus edulis,"Damariscotta River, ME",,,,,
,6,10.1016/j.jembe.2010.10.005,Carcinus maenas,preys on,Mytilus edulis,"Damariscotta River, ME",,,,,
,6,10.1016/j.jembe.2010.10.005,Cancer borealis,preys on,Mercenaria mercenaria,"Damariscotta River, ME",,,,,
,6,10.1016/j.jembe.2010.10.005,Cancer irroratus,preys on,Mercenaria mercenaria,"Damariscotta River, ME",,,,,
,6,10.1016/j.jembe.2010.10.005,Carcinus maenas,preys on,Mercenaria mercenaria,"Damariscotta River, ME",,,,,
,6,10.1016/j.jembe.2010.10.005,Nucella lapillus,preys on,Mytilus edulis,"Damariscotta River, ME",,,,,
,7,10.1016/j.jembe.2010.01.008,Homarus americanus,preys on,Cancer borealis,central coast of maine,43.9,-69.6,7/1/1998,,
,7,10.1016/j.jembe.2010.01.008,Homarus americanus,preys on,Cancer irroratus,central coast of maine,43.9,-69.6,7/1/1998,,
,8,10.1651/08-3061.1,Cancer borealis,preys on,Mytilus edulis,Appledore Island,42.96666667,-70.61666667,7/1/2004,,
,8,10.1651/08-3061.1,Cancer irroratus,preys on,Mytilus edulis,Appledore Island,42.96666667,-70.61666667,7/1/2004,,
,8,10.1651/08-3061.1,Carcinus maenas,preys on,Mytilus edulis,Appledore Island,42.96666667,-70.61666667,7/1/2004,,
,8,10.1651/08-3061.1,Cancer borealis,preys on,Strongylocentrotus droebachiensis,Appledore Island,42.96666667,-70.61666667,7/1/2004,,
,8,10.1651/08-3061.1,Carcinus maenas,preys on,isopods,Appledore Island,42.96666667,-70.61666667,7/1/2004,,
,8,10.1651/08-3061.1,Carcinus maenas,preys on,amphipods,Appledore Island,42.96666667,-70.61666667,7/1/2004,,
,8,10.1651/08-3061.1,Cancer borealis,preys on,littorina,Appledore Island,42.96666667,-70.61666667,7/1/2004,,
,8,10.1651/08-3066.1,Homarus americanus,preys on,Cancer borealis,Appledore Island,42.96666667,-70.61666667,6/1/2006,,
,8,10.1651/08-3066.1,Cancer borealis,preys on,Carcinus maenas,Appledore Island,42.96666667,-70.61666667,6/1/2006,*,
,8,10.1651/08-3066.1,Carcinus maenas,preys on,Mytilus edulis,Appledore Island,42.96666667,-70.61666667,6/1/2006,,
,8,10.1651/08-3066.1,Carcinus maenas,preys on,Mya arenaria,Appledore Island,42.96666667,-70.61666667,6/1/2006,,
,8,10.1651/08-3066.1,Carcinus maenas,preys on,Littorina Littorea,Appledore Island,42.96666667,-70.61666667,6/1/2006,,
,8,10.1651/08-3066.1,Carcinus maenas,preys on,Littorina obtusata,Appledore Island,42.96666667,-70.61666667,6/1/2006,,
,8,10.1651/08-3066.1,Carcinus maenas,preys on,Barnacle sp.,Appledore Island,42.96666667,-70.61666667,6/1/2006,,
,8,10.1651/08-3066.1,Carcinus maenas,preys on,amphipods,Appledore Island,42.96666667,-70.61666667,6/1/2006,,
,8,10.1651/08-3066.1,Homarus americanus,preys on,Carcinus maenas,Appledore Island,42.96666667,-70.61666667,6/1/2006,,
,9,10.1016/j.jembe.2009.04.001,Larus argentatus,preys on,Cancer borealis,Appledore Island,42.96666667,-70.61666667,6/1/2005,,
,9,10.1016/j.jembe.2009.04.001,Larus marinus,preys on,Cancer borealis,Appledore Island,42.96666667,-70.61666667,6/1/2005,,
,9,10.1016/j.jembe.2009.04.001,Cancer borealis,preys on,Asterias forbesii,Appledore Island,42.96666667,-70.61666667,6/1/2005,,
,9,10.1016/j.jembe.2009.04.001,Cancer borealis,preys on,Asterias rubens,Appledore Island,42.96666667,-70.61666667,6/1/2005,,
,10,10.3354/meps07746,Strongylocentrotus droebachiensis,preys on,Agarum clathratum,Nova Scotia,,,,,
1,11,10.1007/s10530-012-0339-1,Henricia sanguinolenta,preys on,Diplosoma listerianum,Gulf of Maine,42.98870833,-70.61611111,1977-2010,,"Appledore island 42'59'19.35""N, 70'36'58.65""W"
1,11,10.1007/s10530-012-0339-1,Henricia sanguinolenta,preys on,Didemnum vexillum,Gulf of Maine,42.98870833,-70.61611111,1977-2010,,"Cape Neddick 43'09'57.13""N, 70'35'31.23""W"
1,11,10.1007/s10530-012-0339-1,Henricia sanguinolenta,preys on,Haliclona oculata,Gulf of Maine,42.98870833,-70.61611111,1977-2010,,
1,11,10.1007/s10530-012-0339-1,Henricia sanguinolenta,preys on,Botrylloides violaceus,Gulf of Maine,42.98870833,-70.61611111,1977-2010,,
1,11,10.1007/s10530-012-0339-1,Henricia sanguinolenta,preys on,Botryllus schlosseri,Gulf of Maine,42.98870833,-70.61611111,1977-2010,,
2,12,10.1007/s00227-006-0562-3,Strongylocentrotus droebachiensis,preys on,Laminaria digitata,"Splintnose Point, Nova Scotia",44.63583333,-63.73916667,8/5/2005,,
2,12,10.1007/s00227-006-0562-3,Asterias rubens,preys on,Mytilus edulis,"Splintnose Point, Nova Scotia",44.63583333,-63.73916667,8/5/2005,,
2,12,10.1007/s00227-006-0562-3,Asterias forbesii,preys on,Mytilus edulis,"Splintnose Point, Nova Scotia",44.63583333,-63.73916667,8/5/2005,,
2,12,10.1007/s00227-006-0562-3,Henricia sanguinolenta,preys on,Halichondria,"Splintnose Point, Nova Scotia",44.63583333,-63.73916667,8/5/2005,,
2,12,10.1007/s00227-006-0562-3,Henricia sanguinolenta,preys on,Mytilus edulis,"Splintnose Point, Nova Scotia",44.63583333,-63.73916667,8/5/2005,,
7,13,10.1016/0022-0981(93)90081-X,Henricia sanguinolenta,preys on,Isodictya palmata,Coast of MA,42.5,-70.9,7/29/1987-3/3/1989,,
7,13,10.1016/0022-0981(93)90081-X,Henricia sanguinolenta,preys on,Isodictya deichmannae,Coast of MA,42.5,-70.9,7/29/1987-3/3/1989,,
139,14,10.3354/meps09025,Tectura testudinalis,preys on,Clathromorphum circumscriptum,Gulf of Maine,42.752054,-68.053553,8/2003-9/2003,,
139,14,10.3354/meps09025,Henricia sanguinolenta,preys on,Aplidium glabrum,Gulf of Maine,42.752054,-68.053553,8/2003-9/2003,,
139,14,10.3354/meps09025,Henricia sanguinolenta,preys on,Didemnum albidum,Gulf of Maine,42.752054,-68.053553,8/2003-9/2003,*** stopped here,
27,19,10.1038/190649b0,Alcyonium digitatum,preys on,phytoplankton,,,,,,
33,21,10.1016/0022-0981(92)90260-H,Anarhichas lupus,preys on,Strongylocentrotus droebachiensis,Atlantic,,,,,requested
34,"A1: Bowman, R.E., C.E. Stillwell, W.L. Michaels and M.D. Grosslein. (2000). Food of northwest Atlantic fishes and two common species of squid. NOAA Tech. Memo. NMFS-NE 155, 138 p.",,Anarhichas lupus,preys on,Detritus,Southern NE,,,,,NMFS-NE-155
34,"A1: Bowman, R.E., C.E. Stillwell, W.L. Michaels and M.D. Grosslein. (2000). Food of northwest Atlantic fishes and two common species of squid. NOAA Tech. Memo. NMFS-NE 155, 138 p.",,Anarhichas lupus,preys on,Placopecten sp.,Gulf of Maine,,,,,NMFS-NE-156
34,"A1: Bowman, R.E., C.E. Stillwell, W.L. Michaels and M.D. Grosslein. (2000). Food of northwest Atlantic fishes and two common species of squid. NOAA Tech. Memo. NMFS-NE 155, 138 p.",,Anarhichas lupus,preys on,Pagurus arcuatus,Gulf of Maine,,,,,NMFS-NE-157
34,"A1: Bowman, R.E., C.E. Stillwell, W.L. Michaels and M.D. Grosslein. (2000). Food of northwest Atlantic fishes and two common species of squid. NOAA Tech. Memo. NMFS-NE 155, 138 p.",,Anarhichas lupus,preys on,Mollusca,Gulf of Maine,,,,,NMFS-NE-158
34,"A1: Bowman, R.E., C.E. Stillwell, W.L. Michaels and M.D. Grosslein. (2000). Food of northwest Atlantic fishes and two common species of squid. NOAA Tech. Memo. NMFS-NE 155, 138 p.",,Anarhichas lupus,preys on,Meganyctiphanes norvegica,Gulf of Maine,,,,,NMFS-NE-159
34,"A1: Bowman, R.E., C.E. Stillwell, W.L. Michaels and M.D. Grosslein. (2000). Food of northwest Atlantic fishes and two common species of squid. NOAA Tech. Memo. NMFS-NE 155, 138 p.",,Anarhichas lupus,preys on,Ophiura sarsi,Gulf of Maine,,,,,NMFS-NE-160
34,"A1: Bowman, R.E., C.E. Stillwell, W.L. Michaels and M.D. Grosslein. (2000). Food of northwest Atlantic fishes and two common species of squid. NOAA Tech. Memo. NMFS-NE 155, 138 p.",,Anarhichas lupus,preys on,Echinoidea,Gulf of Maine,,,,,NMFS-NE-161
34,"A1: Bowman, R.E., C.E. Stillwell, W.L. Michaels and M.D. Grosslein. (2000). Food of northwest Atlantic fishes and two common species of squid. NOAA Tech. Memo. NMFS-NE 155, 138 p.",,Anarhichas lupus,preys on,Pecten sp.,Georges Bank,,,,,NMFS-NE-162
34,"A1: Bowman, R.E., C.E. Stillwell, W.L. Michaels and M.D. Grosslein. (2000). Food of northwest Atlantic fishes and two common species of squid. NOAA Tech. Memo. NMFS-NE 155, 138 p.",,Anarhichas lupus,preys on,Pagurus longicarpus,Georges Bank,,,,,NMFS-NE-163
34,"A1: Bowman, R.E., C.E. Stillwell, W.L. Michaels and M.D. Grosslein. (2000). Food of northwest Atlantic fishes and two common species of squid. NOAA Tech. Memo. NMFS-NE 155, 138 p.",,Anarhichas lupus,preys on,Gastropoda,Georges Bank,,,,,NMFS-NE-164
34,"A1: Bowman, R.E., C.E. Stillwell, W.L. Michaels and M.D. Grosslein. (2000). Food of northwest Atlantic fishes and two common species of squid. NOAA Tech. Memo. NMFS-NE 155, 138 p.",,Anarhichas lupus,preys on,Crustacea,Georges Bank,,,,,NMFS-NE-165
34,"A1: Bowman, R.E., C.E. Stillwell, W.L. Michaels and M.D. Grosslein. (2000). Food of northwest Atlantic fishes and two common species of squid. NOAA Tech. Memo. NMFS-NE 155, 138 p.",,Anarhichas lupus,preys on,Echinodermata,Georges Bank,,,,,NMFS-NE-166
37,"A2: Overton, A.S., Manooch, C.S., Smith, J.W., Brennan, K. (2008). Interactions between adult migratory striped bass (Morone saxatilis) and their prey during winter off the Virginia and North Carolina Atlantic coast from 1994 through 2007. Fish. Bull, 106:174–182.",,Anguilla rostrata,preys on,Amphipoda,Lake Champlain VT,,,,,
37,"A2: Overton, A.S., Manooch, C.S., Smith, J.W., Brennan, K. (2008). Interactions between adult migratory striped bass (Morone saxatilis) and their prey during winter off the Virginia and North Carolina Atlantic coast from 1994 through 2007. Fish. Bull, 106:174–182.",,Anguilla rostrata,preys on,Gastropoda,Lake Champlain VT,,,,,
37,"A2: Overton, A.S., Manooch, C.S., Smith, J.W., Brennan, K. (2008). Interactions between adult migratory striped bass (Morone saxatilis) and their prey during winter off the Virginia and North Carolina Atlantic coast from 1994 through 2007. Fish. Bull, 106:174–182.",,Anguilla rostrata,preys on,Ephemeroptera,Lake Champlain VT,,,,,
37,"A2: Overton, A.S., Manooch, C.S., Smith, J.W., Brennan, K. (2008). Interactions between adult migratory striped bass (Morone saxatilis) and their prey during winter off the Virginia and North Carolina Atlantic coast from 1994 through 2007. Fish. Bull, 106:174–182.",,Anguilla rostrata,preys on,Insecta,Lake Champlain VT,,,,,
37,"A2: Overton, A.S., Manooch, C.S., Smith, J.W., Brennan, K. (2008). Interactions between adult migratory striped bass (Morone saxatilis) and their prey during winter off the Virginia and North Carolina Atlantic coast from 1994 through 2007. Fish. Bull, 106:174–182.",,Anguilla rostrata,preys on,Oronectes,Lake Champlain VT,,,,,
37,"A2: Overton, A.S., Manooch, C.S., Smith, J.W., Brennan, K. (2008). Interactions between adult migratory striped bass (Morone saxatilis) and their prey during winter off the Virginia and North Carolina Atlantic coast from 1994 through 2007. Fish. Bull, 106:174–182.",,Anguilla rostrata,preys on,Plant material,Lake Champlain VT,,,,,
37,"A2: Overton, A.S., Manooch, C.S., Smith, J.W., Brennan, K. (2008). Interactions between adult migratory striped bass (Morone saxatilis) and their prey during winter off the Virginia and North Carolina Atlantic coast from 1994 through 2007. Fish. Bull, 106:174–182.",,Anguilla rostrata,preys on,Cottus sp.,Lake Champlain VT,,,,,
37,"A2: Overton, A.S., Manooch, C.S., Smith, J.W., Brennan, K. (2008). Interactions between adult migratory striped bass (Morone saxatilis) and their prey during winter off the Virginia and North Carolina Atlantic coast from 1994 through 2007. Fish. Bull, 106:174–182.",,Anguilla rostrata,preys on,Etheostoma nigrum,Lake Champlain VT,,,,,
37,"A2: Overton, A.S., Manooch, C.S., Smith, J.W., Brennan, K. (2008). Interactions between adult migratory striped bass (Morone saxatilis) and their prey during winter off the Virginia and North Carolina Atlantic coast from 1994 through 2007. Fish. Bull, 106:174–182.",,Anguilla rostrata,preys on,Percopsis omiscomaycus,Lake Champlain VT,,,,,
41,24,10.1023/A:1020876830580,Arbacia punctulata,preys on,Dictyopteris,Coast of NC Atlantic,30.56666667,-76.66666667,Sep-96,,
42,25,10.1016/0022-0981(76)90012-5,Arbacia punctulata,preys on,Cliona celata,"Beaufort Harbor, NC",,,,,
44,26,10.1007/BF00380934,Arbacia punctulata,preys on,Gracilaria tikvahiae,Coastal NC,,,,,w/ sargasusm canopy
47,27,10.1007/s00442-003-1242-3,Arbacia punctulata,preys on,Fucus vesiculosus,"Beaufort Harbor, NC",30.56666667,-76.66666667,Jan-96,,
46,"S5: Stachowicz, J.J., Hay, M.E. (1999). Mutualism and coral persistence: the role of herbivore resistance to algal chemical defenses. Ecology, 80(6), 2085-2101",10.1890/0012-9658(1999)080[2085:MACPTR]2.0.CO;2,Arbacia punctulata,preys on,Hypnea,"Beaufort Harbor, NC",30.56666667,-76.66666667,,,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1890/0012-9658%281999%29080%5B2085%3AMACPTR%5D2.0.CO%3B2
46,"S5: Stachowicz, J.J., Hay, M.E. (1999). Mutualism and coral persistence: the role of herbivore resistance to algal chemical defenses. Ecology, 80(6), 2085-2102",10.1890/0012-9658(1999)080[2085:MACPTR]2.0.CO;2,Arbacia punctulata,preys on,Gracilaria,"Beaufort Harbor, NC",30.56666667,-76.66666667,,,
46,"S5: Stachowicz, J.J., Hay, M.E. (1999). Mutualism and coral persistence: the role of herbivore resistance to algal chemical defenses. Ecology, 80(6), 2085-2103",10.1890/0012-9658(1999)080[2085:MACPTR]2.0.CO;2,Arbacia punctulata,preys on,Chondria,"Beaufort Harbor, NC",30.56666667,-76.66666667,,,
51,30,10.1098/rspb.2016.2590,Carcinus maenas,preys on,Semibalanus balanoides,Maine,,,,,
53,"S6: Trussell, G.C., Ewanchuk, P.J., Bertness, M.D. (2003). Trait-mediated effects in rocky intertidal food chains: Predator risk cues alter prey feeding rates. Ecology, 84(3), 629-640.",10.1890/0012-9658(2003)084[0629:TMEIRI]2.0.CO;2,Carcinus maenas,preys on,Nucella lapillus,,,,,,common feeding link
53,"S6: Trussell, G.C., Ewanchuk, P.J., Bertness, M.D. (2003). Trait-mediated effects in rocky intertidal food chains: Predator risk cues alter prey feeding rates. Ecology, 84(3), 629-640.",10.1890/0012-9658(2003)084[0629:TMEIRI]2.0.CO;2,Carcinus maenas,preys on,Littorina littorea,,,,,,may affect algal abundance
54,31,10.1007/BF00396982,Strongylocentrotus droebachiensis,preys on,Laminaria longicruris,Maine,,,,,
54,31,10.1007/BF00396982,Strongylocentrotus droebachiensis,preys on,Chondrus crispus,Maine,,,,,
54,31,10.1007/BF00396982,Strongylocentrotus droebachiensis,preys on,Corallina officinalis,Maine,,,,,
54,31,10.1007/BF00396982,Strongylocentrotus droebachiensis,preys on,Agarum cribrosum,Maine,,,,,
55,32,10.1016/j.jembe.2004.10.009,Asterias forbesii,preys on,Mytilus edulis,New Jersey,,,,,
55,32,10.1016/j.jembe.2004.10.009,Callinectes sapidus,preys on,Mytilus edulis,New Jersey,,,,,
55,32,10.1016/j.jembe.2004.10.009,Carcinus maemis,preys on,Mytilus edulis,New Jersey,,,,,
55,32,10.1016/j.jembe.2004.10.009,Libinia,preys on,Mytilus edulis,New Jersey,,,,,
55,32,10.1016/j.jembe.2004.10.009,Xanthidae,preys on,Mytilus edulis,New Jersey,,,,,
56,33,10.1016/0022-0981(81)90179-9,Asterias forbesii,preys on,Mercenaria mercenaria,,,,,,
46,"A5: Stachowicz, J.J., Hay, M.E. (1999). Mutualism and coral persistence: the role of herbivore resistance to algal chemical defenses. Ecology, 80(6), 2085-2121",10.1890/0012-9658(1999)080[2085:MACPTR]2.0.CO;2,Mithrax forceps,preys on,Dictyota menstrualis,North Carolina,,,,,
46,"A5: Stachowicz, J.J., Hay, M.E. (1999). Mutualism and coral persistence: the role of herbivore resistance to algal chemical defenses. Ecology, 80(6), 2085-2122",10.1890/0012-9658(1999)080[2085:MACPTR]2.0.CO;2,Mithrax forceps,preys on,Sargassum,North Carolina,,,,,
46,"A5: Stachowicz, J.J., Hay, M.E. (1999). Mutualism and coral persistence: the role of herbivore resistance to algal chemical defenses. Ecology, 80(6), 2085-2123",10.1890/0012-9658(1999)080[2085:MACPTR]2.0.CO;2,Mithrax forceps,preys on,Dictyota cilioata,North Carolina,,,,,
58,34,10.1086/697944,Asterias rubens,preys on,Mytilus edulis,North Atlantic (Russia?),,,,,
58,34,10.1086/697944,Asterias rubens,preys on,Mytilus trossulus,North Atlantic,,,,,
62,35,10.1002/ece3.4531,Astrangia poculata,preys on,plankton,Fort Wetherill State Park in Jamestown RI,41.47777778,-71.35944444,Summer 2014,,It has been hypothesized that these corals prey on zooplankton mainly to supplement the energy they receive from the endosymbiont and to supply essential nutrients
63,36,10.1080/00288330909509983,Homarus americanus,preys on,Cancer irroratus,"Northumberland Strait, Canada",,,,,
63,36,10.1080/00288330909509983,Homarus americanus,preys on,Asterias vulgaris,"Northumberland Strait, Canada",,,,,
63,36,10.1080/00288330909509983,Homarus americanus,preys on,Mitrella lunata,"Northumberland Strait, Canada",,,,,
63,36,10.1080/00288330909509983,Homarus americanus,preys on,Littorina,"Northumberland Strait, Canada",,,,,
63,36,10.1080/00288330909509983,Homarus americanus,preys on,Nassarius obsoletus,"Northumberland Strait, Canada",,,,,
63,36,10.1080/00288330909509983,Homarus americanus,preys on,Ensis directus,"Northumberland Strait, Canada",,,,,
63,36,10.1080/00288330909509983,Homarus americanus,preys on,Macoma balthica,"Northumberland Strait, Canada",,,,,
63,36,10.1080/00288330909509983,Homarus americanus,preys on,Gasterosteus aculeatus,"Northumberland Strait, Canada",,,,,
63,36,10.1080/00288330909509983,Homarus americanus,preys on,Detritus,"Northumberland Strait, Canada",,,,,
68,40,10.1016/0022-0981(95)00036-Q,Tautogolabrus adspersus,preys on,Molgula citrina,Long Island Sound,,,,,
68,40,10.1016/0022-0981(95)00036-Q,Tautogolabrus adspersus,preys on,Molgula citrina,Long Island Sound,,,,,
73,"A8: Thompson, J.C. (2002). The influence of hunger and olfactory cues on the feeding behavior of the waved whelk, Buccinum undatum, on the blue mussel, Mytilus edulis. The Veliger, 45(1), 55-57.",,Buccinum undatum,preys on,Mytilus edulis,Isles of Sholes,,,,,
27,19,10.1038/190649b0,Alcyonium digitatum,preys on,Sceletonema costatum,,,,,,
43,43,10.1086/280415,Arbacia punctulata,preys on,Fundulus heteroclitus,,,,,,
77,46,10.3354/meps083035,Anachis avara,preys on,Botrylloides diegensis,,,,,,
77,46,10.3354/meps083035,Anachis avara,preys on,Botryllus schlosseri,,,,,,
79,48,10.1007/s00442-012-2413-x,Busycon carica,preys on,Mercenaria mercenaria,"Romerly Marsh Creek, Wassaw Sound, GA",,,,,
79,48,10.1007/s00442-012-2413-x,Callinectes sapidus,preys on,Mercenaria mercenaria,"Romerly Marsh Creek, Wassaw Sound, GA",,,,,
80,49,10.1016/S0022-0981(02)00162-4,Callinectes sapidus,preys on,Argopecten irradians,"Rachel Carson National Estuarine Research Reserve, Back Sound, North Carolina",,,1998-1999,,
80,49,10.1016/S0022-0981(02)00162-4,Callinectes sapidus,preys on,Mercenaria mercenaria,"Rachel Carson National Estuarine Research Reserve, Back Sound, North Carolina",,,1998-1999,,
80,49,10.1016/S0022-0981(02)00162-4,Busycon carica,preys on,Mercenaria mercenaria,"Rachel Carson National Estuarine Research Reserve, Back Sound, North Carolina",,,1998-1999,,
80,49,10.1016/S0022-0981(02)00162-4,Busycon carica,preys on,Argopecten irradians,"Rachel Carson National Estuarine Research Reserve, Back Sound, North Carolina",,,1998-1999,,
81,50,10.1007/BF00397189,Busycon carica,preys on,Chione cancellata,"Bogue Sound, North Carolina",,,,,
82,51,10.2983/035.030.0331,Busycotypus canaliculatum,preys on,Crassostrea virginica,,,,,,
82,51,10.2983/035.030.0331,Busycotypus canaliculatum,preys on,Geukensia demissa,,,,,,
83,52,10.2307/1543415,Busycotypus canaliculatum,preys on,Limulus polyphemus,,,,,,
84,53,10.1016/j.palaeo.2004.03.011,Busycotypus,preys on,Mercenaria mercenaria,,,,,,
84,53,10.1016/j.palaeo.2004.03.011,Busycon,preys on,Mercenaria mercenaria,,,,,,
86,54,10.1007/bf00345993,Callinectes sapidus,preys on,Geukensia demissa,,,,,,
86,54,10.1007/bf00345993,Callinectes sapidus,preys on,Dyspanopeus sayi,,,,,,
86,54,10.1007/bf00345993,Callinectes sapidus,preys on,Urosalpinx cinerea,,,,,,
86,54,10.1007/bf00345993,Callinectes sapidus,preys on,Littorina littorea,,,,,,
86,54,10.1007/bf00345993,Callinectes sapidus,preys on,Polychaeta,,,,,,
87,55,10.1371/journal.pone.0205162,Callinectes sapidus,preys on,Mya arenaria,Chesapeake Bay,,,,,
89,56,10.1007/s12237-017-0308-0,Morone saxatilis,preys on,Anchoa,Delaware Bay,,,,,
89,56,10.1007/s12237-017-0308-0,Morone saxatilis,preys on,Brevoortia tyrannus,Delaware Bay,,,,,
92,57,10.3354/meps12706,Callinectes sapidus,preys on,Tagelus plebeius,Chesapeake Bay,,,,,
92,57,10.3354/meps12706,Limulus polyphemus,preys on,Mya arenaria,Chesapeake Bay,,,,,
92,57,10.3354/meps12706,Limulus polyphemus,preys on,Tagelus plebeius,Chesapeake Bay,,,,,
93,58,10.1016/S0302-3524(80)80067-3,Panopeus herbstii,preys on,Geukensia demissa,"Beaufort, NC",,,,,
93,58,10.1016/S0302-3524(80)80067-4,Callinectes sapidus,preys on,Geukensia demissa,"Beaufort, NC",,,,,
94,"A10: Eggleston, D.B. (1990). Foraging Behavior of the Blue Crab, Callinectes Sapidus, on Juvenile Oysters, Crassostrea Virginica: Effects of Prey Density and Size. Bulletin of Marine Science, 46(1), 62-82",,Callinectes sapidus,preys on,Crassostrea Virginica,chesapeake Bay,,,,,
95,59,10.3354/meps178069,Callinectes sapidus,preys on,Macoma balthica,chesapeake Bay,,,,,
96,60,10.1016/j.jembe.2003.07.005,Callinectes sapidus,preys on,Rapana venosa,Chesapeake Bay,,,,,
97,61,10.1111/j.1600-0587.2000.tb00257.x,Callinectes sapidus,preys on,Macoma balthica,Chesapeake Bay,,,,,
98,"A11: Barshaw, D.E., Able, K.W. (1990). Deep burial as a refuge for lady crabs Ovalipes ocellatus: comparisons with blue crabs Callinectes sapidus. Marine Ecology, 66(1/2), 75-79.",,Callinectes sapidus,preys on,Ovalipes ocellatus,"Great Bay, NJ",,,,,
100,"A12: Stehlik, Linda L. and Pikanowski, Robert A. and McMillan, Donald G. (2004) The Hudson-Raritan Estuary as a crossroads for distribution of blue (Callinectes sapidus), lady (Ovalipes ocellatus), and Atlantic rock (Cancer irroratus) crabs. Fishery Bulletin, 102(4), pp. 693-710.",,Callinectes sapidus,preys on,Mytilus edulis,Hudson-Raritan Estuary,,,,,
100,"A12: Stehlik, Linda L. and Pikanowski, Robert A. and McMillan, Donald G. (2004) The Hudson-Raritan Estuary as a crossroads for distribution of blue (Callinectes sapidus), lady (Ovalipes ocellatus), and Atlantic rock (Cancer irroratus) crabs. Fishery Bulletin, 102(4), pp. 693-710.",,Callinectes sapidus,preys on,Nassarius trivittatus,Hudson-Raritan Estuary,,,,,
100,"A12: Stehlik, Linda L. and Pikanowski, Robert A. and McMillan, Donald G. (2004) The Hudson-Raritan Estuary as a crossroads for distribution of blue (Callinectes sapidus), lady (Ovalipes ocellatus), and Atlantic rock (Cancer irroratus) crabs. Fishery Bulletin, 102(4), pp. 693-710.",,Callinectes sapidus,preys on,Mulinia lateralis,Hudson-Raritan Estuary,,,,,
