sourceTaxonName2,targetTaxonName2,sourceTaxon_zone,targetTaxon_zone,Paper ID,Reference DOI,sourceTaxonName,interactionTypeName,targetTaxonName,localityName,decimalLatitude,decimalLongitude,observationDateTime,Reference ISBN,Notes,source_taxon_external_id,source_taxon_path,source_specimen_life_stage,target_taxon_external_id,target_taxon_path,target_specimen_life_stage,latitude,longitude,study_citation,study_source_citation
Leathesia marina,Carcinus maenas,Intertidal,Both,NA,NA,Leathesia marina,eaten by,Carcinus maenas,NA,NA,NA,NA,NA,NA,GBIF:7627628,Chromista | Ochrophyta | Phaeophyceae | Ectocarpales | Chordariaceae | Leathesia | Leathesia marina,NA,EOL_V2:128502,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,NA,NA,NA,NA
Lithothamnion,Strongylocentrotus droebachiensis,Subtidal,Both,40,NA,Lithothamnion glaciale,preyed upon by,Strongylocentrotus droebachiensis,"Nahant, MA",NA,NA,NA,ISBN 10: 340370114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Littorina littorea,Agarum clathratum,Intertidal,Subtidal,JB,NA,Littorina littorea,preys on,Agarum clathratum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Littorina littorea,Alaria esculenta,Intertidal,Subtidal,NA,NA,Littorina littorea,eats,Alaria esculenta,NA,NA,NA,NA,NA,NA,EOL:619396,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina littorea,NA,WD:Q967622,| Alaria esculenta,NA,NA,NA,NA,NA
Littorina littorea,Alaria esculenta,Intertidal,Subtidal,JB,NA,Littorina littorea,preys on,Alaria esculenta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Littorina littorea,Ascophyllum nodosum,Intertidal,Both,NA,NA,Littorina littorea,eats,Ascophyllum nodosum,NA,NA,NA,NA,NA,NA,EOL:619396,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina littorea,NA,EOL:902587,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Ascophyllum | Ascophyllum nodosum,NA,NA,NA,NA,NA
Littorina littorea,Ascophyllum nodosum,Intertidal,Both,115,10.1890/0012-9658(2003)084[0629:TMEIRI]2.0.CO;2,Littorina littorea,preys on,Ascophyllum nodosum,Minas Basin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Littorina littorea,Bonnemaisonia hamifera,Intertidal,Subtidal,NA,NA,Littorina littorea,eats,Bonnemaisonia hamifera,NA,NA,NA,NA,NA,NA,EOL:619396,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina littorea,NA,FBC:SLB:SpecCode:118394,Florideophyceae | Bonnemaisoniales | Bonnemaisoniaceae | Bonnemaisonia | Bonnemaisonia hamifera,NA,NA,NA,NA,NA
Littorina littorea,Cancer irroratus,Intertidal,Subtidal,NA,NA,Littorina littorea,preyed upon by,Cancer irroratus,NA,NA,NA,NA,NA,NA,EOL:619396,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina littorea,NA,BioGoMx:Spp-59-0782,Animalia | Arthropoda | Crustacea | Malacostraca | Decapoda | Pleocyemata | Brachyura | Eubrachyura | Heterotremata | Cancroidea | Cancridae | Cancer | Cancer irroratus,NA,NA,NA,NA,NA
Littorina littorea,Carcinus maenas,Intertidal,Both,126,10.1007/s10530-008-9305-3,Littorina littorea,preyed upon by,Carcinus maenas,Odiorne Point NH,NA,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Littorina littorea,Ceramium virgatum,Intertidal,Both,NA,NA,Littorina littorea,eats,Ceramium virgatum,NA,NA,NA,NA,NA,NA,EOL:619396,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina littorea,NA,FBC:SLB:SpecCode:110144,Florideophyceae | Ceramiales | Ceramiaceae | Ceramium | Ceramium virgatum,NA,NA,NA,NA,NA
Littorina littorea,Chaetomorpha,Intertidal,Intertidal,NA,NA,Littorina littorea,eats,Chaetomorpha,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:3442,Gastropoda | Neotaenioglossa | Littorinidae | Littorina | Littorina littorea,NA,GBIF:8343734,Plantae | Chlorophyta | Ulvophyceae | Cladophorales | Cladophoraceae | Chaetomorpha,NA,NA,NA,NA,NA
Littorina littorea,Chondrus crispus,Intertidal,Both,NA,NA,Littorina littorea,eats,Chondrus crispus,NA,NA,NA,NA,NA,NA,EOL:619396,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina littorea,NA,EOL:963603,Plantae | Biliphyta | Rhodophyta | Eurhodophytina | Florideophyceae | Rhodymeniophycidae | Gigartinales | Gigartinaceae | Chondrus | Chondrus crispus,NA,NA,NA,NA,NA
Littorina littorea,Chordaria flagelliformis,Intertidal,Intertidal,NA,NA,Littorina littorea,eats,Chordaria flagelliformis,NA,NA,NA,NA,NA,NA,EOL:619396,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina littorea,NA,FBC:SLB:SpecCode:113609,Phaeophyceae | Ectocarpales | Chordariaceae | Chordaria | Chordaria flagelliformis,NA,NA,NA,NA,NA
Littorina littorea,Clathromorphum circumscriptum,Intertidal,Subtidal,NA,NA,Littorina littorea,eats,Clathromorphum circumscriptum,NA,NA,NA,NA,NA,NA,EOL:619396,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina littorea,NA,GBIF:8767970,Plantae | Rhodophyta | Florideophyceae | Corallinales | Hapalidiaceae | Clathromorphum | Clathromorphum circumscriptum,NA,NA,NA,NA,NA
Littorina littorea,Codium fragile,Intertidal,Both,NA,NA,Littorina littorea,eats,Codium fragile,NA,NA,NA,NA,NA,NA,EOL:619396,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina littorea,NA,EOL:912591,Plantae | Viridiplantae | Chlorophyta | Chlorophyta | Chlorophytina | Ulvophyceae | Bryopsidales | Codiaceae | Codium | Codium fragile,NA,NA,NA,NA,NA
Littorina littorea,Colpomenia peregrina,Intertidal,Both,NA,NA,Littorina littorea,eats,Colpomenia peregrina,NA,NA,NA,NA,NA,NA,EOL:619396,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina littorea,NA,ALATaxon:NZOR-6-4858,Chromista | Ochrophyta | Phaeophyceae | Ectocarpales | Scytosiphonaceae | Colpomenia | Colpomenia peregrina,NA,NA,NA,NA,NA
Littorina littorea,Corallina officinalis,Intertidal,Both,NA,NA,Littorina littorea,eats,Corallina officinalis,NA,NA,NA,NA,NA,NA,EOL:619396,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina littorea,NA,EOL:968017,Plantae | Biliphyta | Rhodophyta | Eurhodophytina | Florideophyceae | Corallinophycidae | Corallinales | Corallinaceae | Corallina | Corallina officinalis,NA,NA,NA,NA,NA
Littorina littorea,Fucus,Intertidal,Intertidal,NA,NA,Littorina littorea,eats,Fucus,NA,NA,NA,NA,NA,NA,EOL:619396,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina littorea,NA,EOL:9836,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Fucus,NA,NA,NA,NA,NA
Littorina littorea,Fucus distichus,Intertidal,Intertidal,170,10.1080/00785326.1994.10429536,Littorina littorea,preys on,Fucus distichus,Nova Scotia,44.46666667,-63.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Littorina littorea,Fucus vesiculosus,Intertidal,Intertidal,NA,NA,Littorina littorea,eats,Fucus vesiculosus,NA,NA,NA,NA,NA,NA,EOL:619396,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina littorea,NA,EOL:893114,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Fucus | Fucus vesiculosus,NA,NA,NA,NA,NA
Littorina littorea,Fucus vesiculosus,Intertidal,Intertidal,115,10.1890/0012-9658(2003)084[0629:TMEIRI]2.0.CO;2,Littorina littorea,preys on,Fucus vesiculosus,Minas Basin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Littorina littorea,Laminaria digitata,Intertidal,Subtidal,JB,NA,Littorina littorea,preys on,Laminaria digitata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Littorina littorea,Mastocarpus stellatus,Intertidal,Both,NA,NA,Littorina littorea,eats,Mastocarpus stellatus,NA,NA,NA,NA,NA,NA,EOL:619396,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina littorea,NA,NBN:NHMSYS0021060194,Biota | Plantae | Rhodophyta | Florideophyceae | Gigartinales | Phyllophoraceae | Mastocarpus | Mastocarpus stellatus,NA,NA,NA,NA,NA
Littorina littorea,Palmaria palmata,Intertidal,Subtidal,NA,NA,Littorina littorea,eats,Palmaria palmata,NA,NA,NA,NA,NA,NA,EOL:619396,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina littorea,NA,EOL:968088,Plantae | Biliphyta | Rhodophyta | Eurhodophytina | Florideophyceae | Nemaliophycidae | Palmariales | Palmariaceae | Palmaria | Palmaria palmata,NA,NA,NA,NA,NA
Littorina littorea,Pholis gunnellus,Intertidal,Subtidal,NA,NA,Littorina littorea,preyed upon by,Pholis gunnellus,NA,NA,NA,NA,NA,NA,EOL:619396,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina littorea,NA,EOL_V2:212353,Animalia | Chordata | Actinopterygii | Perciformes | Pholidae | Pholis | Pholis gunnellus,NA,NA,NA,NA,NA
Littorina littorea,Saccharina latissima,Intertidal,Subtidal,NA,NA,Littorina littorea,eats,Saccharina latissima,NA,NA,NA,NA,NA,NA,EOL:619396,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina littorea,NA,http://taxon-concept.plazi.org/id/Chromista/Saccharina_latissima_Linnaeus_1753,Chromista | Ochrophyta | Phaeophyceae | Laminariales | Laminariaceae | Saccharina | Saccharina latissima,NA,NA,NA,NA,NA
