source_taxon_external_id,sourceTaxonName,source_taxon_path,source_specimen_life_stage,interactionTypeName,target_taxon_external_id,targetTaxonName,target_taxon_path,target_specimen_life_stage,latitude,longitude,study_citation,study_source_citation
ALATaxon:NZOR-6-4858,Colpomenia peregrina,Chromista | Ochrophyta | Phaeophyceae | Ectocarpales | Scytosiphonaceae | Colpomenia | Colpomenia peregrina,NA,eaten by,EOL:619396,Littorina littorea,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina littorea,NA,NA,NA,NA,NA
ALATaxon:NZOR-6-4858,Colpomenia peregrina,Chromista | Ochrophyta | Phaeophyceae | Ectocarpales | Scytosiphonaceae | Colpomenia | Colpomenia peregrina,NA,eaten by,ITIS:92120,Isopoda,Animalia | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Crustacea | Malacostraca | Eumalacostraca | Peracarida | Isopoda,NA,NA,NA,NA,NA
EOL:968017,Corallina officinalis,Plantae | Biliphyta | Rhodophyta | Eurhodophytina | Florideophyceae | Corallinophycidae | Corallinales | Corallinaceae | Corallina | Corallina officinalis,NA,eaten by,EOL:502990,Nucella lapillus,Animalia | Mollusca | Gastropoda | Neogastropoda | Muricoidea | Muricidae | Nucella | Nucella lapillus,NA,NA,NA,NA,NA
EOL:968017,Corallina officinalis,Plantae | Biliphyta | Rhodophyta | Eurhodophytina | Florideophyceae | Corallinophycidae | Corallinales | Corallinaceae | Corallina | Corallina officinalis,NA,eaten by,EOL:619401,Littorina saxatilis,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina saxatilis,NA,NA,NA,NA,NA
EOL:968017,Corallina officinalis,Plantae | Biliphyta | Rhodophyta | Eurhodophytina | Florideophyceae | Corallinophycidae | Corallinales | Corallinaceae | Corallina | Corallina officinalis,NA,eaten by,EOL_V2:128502,Carcinus maenas,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,NA,NA,NA,NA
EOL:968017,Corallina officinalis,Plantae | Biliphyta | Rhodophyta | Eurhodophytina | Florideophyceae | Corallinophycidae | Corallinales | Corallinaceae | Corallina | Corallina officinalis,NA,eaten by,EOL:619396,Littorina littorea,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina littorea,NA,NA,NA,NA,NA
EOL:968017,Corallina officinalis,Plantae | Biliphyta | Rhodophyta | Eurhodophytina | Florideophyceae | Corallinophycidae | Corallinales | Corallinaceae | Corallina | Corallina officinalis,NA,eaten by,EOL_V2:128502,Carcinus maenas,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,NA,NA,NA,NA
EOL:968017,Corallina officinalis,Plantae | Biliphyta | Rhodophyta | Eurhodophytina | Florideophyceae | Corallinophycidae | Corallinales | Corallinaceae | Corallina | Corallina officinalis,NA,eaten by,EOL:502990,Nucella lapillus,Animalia | Mollusca | Gastropoda | Neogastropoda | Muricoidea | Muricidae | Nucella | Nucella lapillus,NA,NA,NA,NA,NA
EOL:968017,Corallina officinalis,Plantae | Biliphyta | Rhodophyta | Eurhodophytina | Florideophyceae | Corallinophycidae | Corallinales | Corallinaceae | Corallina | Corallina officinalis,NA,eaten by,EOL:619401,Littorina saxatilis,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina saxatilis,NA,NA,NA,NA,NA
EOL:968017,Corallina officinalis,Plantae | Biliphyta | Rhodophyta | Eurhodophytina | Florideophyceae | Corallinophycidae | Corallinales | Corallinaceae | Corallina | Corallina officinalis,NA,eaten by,EOL:619396,Littorina littorea,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina littorea,NA,NA,NA,NA,NA
FBC:SLB:SpecCode:113506,Corallina officinalis,Florideophyceae | Corallinales | Corallinaceae | Corallina | Corallina officinalis,NA,eaten by,FBC:SLB:SpecCode:50007,Strongylocentrotus droebachiensis,Echinoidea | Echinoida | Strongylocentrotidae | Strongylocentrotus | Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA
FBC:SLB:SpecCode:113506,Corallina officinalis,Florideophyceae | Corallinales | Corallinaceae | Corallina | Corallina officinalis,NA,eaten by,FBC:SLB:SpecCode:26021,Homarus americanus,Malacostraca | Decapoda | Nephropidae | Homarus | Homarus americanus,NA,NA,NA,NA,NA
FBC:SLB:SpecCode:113506,Corallina officinalis,Florideophyceae | Corallinales | Corallinaceae | Corallina | Corallina officinalis,NA,eaten by,FBC:SLB:SpecCode:50007,Strongylocentrotus droebachiensis,Echinoidea | Echinoida | Strongylocentrotidae | Strongylocentrotus | Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA
FBC:SLB:SpecCode:113506,Corallina officinalis,Florideophyceae | Corallinales | Corallinaceae | Corallina | Corallina officinalis,NA,eaten by,FBC:SLB:SpecCode:26021,Homarus americanus,Malacostraca | Decapoda | Nephropidae | Homarus | Homarus americanus,NA,NA,NA,NA,NA
FBC:SLB:SpecCode:113506,Corallina officinalis,Florideophyceae | Corallinales | Corallinaceae | Corallina | Corallina officinalis,NA,preyed upon by,FBC:SLB:SpecCode:50007,Strongylocentrotus droebachiensis,Echinoidea | Echinoida | Strongylocentrotidae | Strongylocentrotus | Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA
FBC:SLB:SpecCode:113506,Corallina officinalis,Florideophyceae | Corallinales | Corallinaceae | Corallina | Corallina officinalis,NA,preyed upon by,FBC:SLB:SpecCode:50007,Strongylocentrotus droebachiensis,Echinoidea | Echinoida | Strongylocentrotidae | Strongylocentrotus | Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA
EOL:593855,Crepidula fornicata,Animalia | Mollusca | Gastropoda | Littorinimorpha | Calyptraeoidea | Calyptraeidae | Crepidula | Crepidula fornicata,NA,preyed upon by,FBC:SLB:SpecCode:48659,Asterias forbesi,Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias forbesi,NA,NA,NA,NA,NA
EOL:593855,Crepidula fornicata,Animalia | Mollusca | Gastropoda | Littorinimorpha | Calyptraeoidea | Calyptraeidae | Crepidula | Crepidula fornicata,NA,preyed upon by,FBC:SLB:SpecCode:48659,Asterias forbesi,Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias forbesi,NA,NA,NA,NA,NA
EOL_V2:1011820,Cyclopterus lumpus,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cyclopteridae | Cyclopterus | Cyclopterus lumpus,NA,eats,FBC:SLB:SpecCode:110144,Ceramium virgatum,Florideophyceae | Ceramiales | Ceramiaceae | Ceramium | Ceramium virgatum,NA,NA,NA,NA,NA
EOL_V2:1011820,Cyclopterus lumpus,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cyclopteridae | Cyclopterus | Cyclopterus lumpus,NA,eats,FBC:SLB:SpecCode:118394,Bonnemaisonia hamifera,Florideophyceae | Bonnemaisoniales | Bonnemaisoniaceae | Bonnemaisonia | Bonnemaisonia hamifera,NA,NA,NA,NA,NA
EOL_V2:1011820,Cyclopterus lumpus,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cyclopteridae | Cyclopterus | Cyclopterus lumpus,NA,eats,EOL:916498,Sphacelaria cirrosa,Chromista | Chromista | Phaeophyta | Phaeophyceae | Sphacelariales | Sphacelariaceae | Sphacelaria | Sphacelaria cirrosa,NA,NA,NA,NA,NA
EOL_V2:1011820,Cyclopterus lumpus,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cyclopteridae | Cyclopterus | Cyclopterus lumpus,NA,eats,FBC:SLB:SpecCode:49064,Ophiopholis aculeata,Ophiuroidea | Ophiurida | Ophiactidae | Ophiopholis | Ophiopholis aculeata,NA,NA,NA,NA,NA
EOL_V2:1011820,Cyclopterus lumpus,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cyclopteridae | Cyclopterus | Cyclopterus lumpus,NA,eats,FBC:SLB:SpecCode:49064,Ophiopholis aculeata,Ophiuroidea | Ophiurida | Ophiactidae | Ophiopholis | Ophiopholis aculeata,NA,NA,NA,NA,NA
EOL_V2:1011820,Cyclopterus lumpus,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cyclopteridae | Cyclopterus | Cyclopterus lumpus,NA,eats,EOL:893114,Fucus vesiculosus,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Fucus | Fucus vesiculosus,NA,NA,NA,NA,NA
EOL_V2:1011820,Cyclopterus lumpus,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cyclopteridae | Cyclopterus | Cyclopterus lumpus,NA,eats,EOL_V2:1158,Amphipoda,Animalia | Arthropoda | Malacostraca | Amphipoda,NA,NA,NA,NA,NA
EOL_V2:1011820,Cyclopterus lumpus,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cyclopteridae | Cyclopterus | Cyclopterus lumpus,NA,eats,EOL:912591,Codium fragile,Plantae | Viridiplantae | Chlorophyta | Chlorophyta | Chlorophytina | Ulvophyceae | Bryopsidales | Codiaceae | Codium | Codium fragile,NA,NA,NA,NA,NA
EOL_V2:1011820,Cyclopterus lumpus,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cyclopteridae | Cyclopterus | Cyclopterus lumpus,NA,eats,EOL_V2:343405,Idotea balthica,Animalia | Arthropoda | Malacostraca | Isopoda | Idoteidae | Idotea | Idotea balthica,NA,NA,NA,NA,NA
EOL_V2:1011820,Cyclopterus lumpus,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cyclopteridae | Cyclopterus | Cyclopterus lumpus,NA,eats,FBC:SLB:SpecCode:118394,Bonnemaisonia hamifera,Florideophyceae | Bonnemaisoniales | Bonnemaisoniaceae | Bonnemaisonia | Bonnemaisonia hamifera,NA,NA,NA,NA,NA
EOL_V2:1011820,Cyclopterus lumpus,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cyclopteridae | Cyclopterus | Cyclopterus lumpus,NA,eats,FBC:SLB:SpecCode:110144,Ceramium virgatum,Florideophyceae | Ceramiales | Ceramiaceae | Ceramium | Ceramium virgatum,NA,NA,NA,NA,NA
EOL_V2:1011820,Cyclopterus lumpus,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cyclopteridae | Cyclopterus | Cyclopterus lumpus,NA,eats,FBC:SLB:SpecCode:122514,Ulva lactuca,Ulvophyceae | Ulvales | Ulvaceae | Ulva | Ulva lactuca,NA,NA,NA,NA,NA
EOL_V2:1011820,Cyclopterus lumpus,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cyclopteridae | Cyclopterus | Cyclopterus lumpus,NA,eats,EOL:963603,Chondrus crispus,Plantae | Biliphyta | Rhodophyta | Eurhodophytina | Florideophyceae | Rhodymeniophycidae | Gigartinales | Gigartinaceae | Chondrus | Chondrus crispus,NA,NA,NA,NA,NA
EOL_V2:1011820,Cyclopterus lumpus,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cyclopteridae | Cyclopterus | Cyclopterus lumpus,NA,eats,EOL:916498,Sphacelaria cirrosa,Chromista | Chromista | Phaeophyta | Phaeophyceae | Sphacelariales | Sphacelariaceae | Sphacelaria | Sphacelaria cirrosa,NA,NA,NA,NA,NA
EOL_V2:1011820,Cyclopterus lumpus,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cyclopteridae | Cyclopterus | Cyclopterus lumpus,NA,eats,EOL_V2:343405,Idotea balthica,Animalia | Arthropoda | Malacostraca | Isopoda | Idoteidae | Idotea | Idotea balthica,NA,NA,NA,NA,NA
EOL_V2:1011820,Cyclopterus lumpus,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cyclopteridae | Cyclopterus | Cyclopterus lumpus,NA,eats,FBC:SLB:SpecCode:122514,Ulva lactuca,Ulvophyceae | Ulvales | Ulvaceae | Ulva | Ulva lactuca,NA,NA,NA,NA,NA
EOL_V2:1011820,Cyclopterus lumpus,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cyclopteridae | Cyclopterus | Cyclopterus lumpus,NA,eats,EOL:912591,Codium fragile,Plantae | Viridiplantae | Chlorophyta | Chlorophyta | Chlorophytina | Ulvophyceae | Bryopsidales | Codiaceae | Codium | Codium fragile,NA,NA,NA,NA,NA
EOL_V2:1011820,Cyclopterus lumpus,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cyclopteridae | Cyclopterus | Cyclopterus lumpus,NA,eats,EOL:963603,Chondrus crispus,Plantae | Biliphyta | Rhodophyta | Eurhodophytina | Florideophyceae | Rhodymeniophycidae | Gigartinales | Gigartinaceae | Chondrus | Chondrus crispus,NA,NA,NA,NA,NA
EOL_V2:1011820,Cyclopterus lumpus,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cyclopteridae | Cyclopterus | Cyclopterus lumpus,NA,eats,EOL:893114,Fucus vesiculosus,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Fucus | Fucus vesiculosus,NA,NA,NA,NA,NA
EOL_V2:1011820,Cyclopterus lumpus,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cyclopteridae | Cyclopterus | Cyclopterus lumpus,NA,eats,EOL_V2:1158,Amphipoda,Animalia | Arthropoda | Malacostraca | Amphipoda,NA,NA,NA,NA,NA
FBC:SLB:SpecCode:118219,Desmarestia aculeata,Phaeophyceae | Desmarestiales | Desmarestiaceae | Desmarestia | Desmarestia aculeata,NA,eaten by,FBC:SLB:SpecCode:3427,Lacuna vincta,Gastropoda | Neotaenioglossa | Littorinidae | Lacuna | Lacuna vincta,NA,NA,NA,NA,NA
FBC:SLB:SpecCode:118219,Desmarestia aculeata,Phaeophyceae | Desmarestiales | Desmarestiaceae | Desmarestia | Desmarestia aculeata,NA,eaten by,EOL_V2:595071,Buccinum undatum,Animalia | Mollusca | Gastropoda | Neogastropoda | Buccinoidea | Buccinidae | Buccinum | Buccinum undatum,NA,NA,NA,NA,NA
FBC:SLB:SpecCode:118219,Desmarestia aculeata,Phaeophyceae | Desmarestiales | Desmarestiaceae | Desmarestia | Desmarestia aculeata,NA,eaten by,FBC:SLB:SpecCode:3427,Lacuna vincta,Gastropoda | Neotaenioglossa | Littorinidae | Lacuna | Lacuna vincta,NA,NA,NA,NA,NA
FBC:SLB:SpecCode:118219,Desmarestia aculeata,Phaeophyceae | Desmarestiales | Desmarestiaceae | Desmarestia | Desmarestia aculeata,NA,eaten by,EOL_V2:595071,Buccinum undatum,Animalia | Mollusca | Gastropoda | Neogastropoda | Buccinoidea | Buccinidae | Buccinum | Buccinum undatum,NA,NA,NA,NA,NA
FBC:SLB:SpecCode:118219,Desmarestia aculeata,Phaeophyceae | Desmarestiales | Desmarestiaceae | Desmarestia | Desmarestia aculeata,NA,eaten by,EOL:599668,Strongylocentrotus droebachiensis,Animalia | Echinodermata | Echinoidea | Camarodonta | Odontophora | Strongylocentrotidae | Strongylocentrotus | Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA
FBC:SLB:SpecCode:118219,Desmarestia aculeata,Phaeophyceae | Desmarestiales | Desmarestiaceae | Desmarestia | Desmarestia aculeata,NA,eaten by,EOL:502990,Nucella lapillus,Animalia | Mollusca | Gastropoda | Neogastropoda | Muricoidea | Muricidae | Nucella | Nucella lapillus,NA,NA,NA,NA,NA
FBC:SLB:SpecCode:118219,Desmarestia aculeata,Phaeophyceae | Desmarestiales | Desmarestiaceae | Desmarestia | Desmarestia aculeata,NA,eaten by,EOL:619401,Littorina saxatilis,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina saxatilis,NA,NA,NA,NA,NA
FBC:SLB:SpecCode:118219,Desmarestia aculeata,Phaeophyceae | Desmarestiales | Desmarestiaceae | Desmarestia | Desmarestia aculeata,NA,eaten by,EOL:599668,Strongylocentrotus droebachiensis,Animalia | Echinodermata | Echinoidea | Camarodonta | Odontophora | Strongylocentrotidae | Strongylocentrotus | Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA
FBC:SLB:SpecCode:118219,Desmarestia aculeata,Phaeophyceae | Desmarestiales | Desmarestiaceae | Desmarestia | Desmarestia aculeata,NA,eaten by,EOL:502990,Nucella lapillus,Animalia | Mollusca | Gastropoda | Neogastropoda | Muricoidea | Muricidae | Nucella | Nucella lapillus,NA,NA,NA,NA,NA
FBC:SLB:SpecCode:118219,Desmarestia aculeata,Phaeophyceae | Desmarestiales | Desmarestiaceae | Desmarestia | Desmarestia aculeata,NA,eaten by,EOL:619401,Littorina saxatilis,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina saxatilis,NA,NA,NA,NA,NA
FBC:SLB:SpecCode:110416,Desmarestia viridis,Phaeophyceae | Desmarestiales | Desmarestiaceae | Desmarestia | Desmarestia viridis,NA,eaten by,FBC:SLB:SpecCode:50007,Strongylocentrotus droebachiensis,Echinoidea | Echinoida | Strongylocentrotidae | Strongylocentrotus | Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA
FBC:SLB:SpecCode:110416,Desmarestia viridis,Phaeophyceae | Desmarestiales | Desmarestiaceae | Desmarestia | Desmarestia viridis,NA,eaten by,FBC:SLB:SpecCode:3427,Lacuna vincta,Gastropoda | Neotaenioglossa | Littorinidae | Lacuna | Lacuna vincta,NA,NA,NA,NA,NA
FBC:SLB:SpecCode:110416,Desmarestia viridis,Phaeophyceae | Desmarestiales | Desmarestiaceae | Desmarestia | Desmarestia viridis,NA,eaten by,FBC:SLB:SpecCode:3427,Lacuna vincta,Gastropoda | Neotaenioglossa | Littorinidae | Lacuna | Lacuna vincta,NA,NA,NA,NA,NA
FBC:SLB:SpecCode:110416,Desmarestia viridis,Phaeophyceae | Desmarestiales | Desmarestiaceae | Desmarestia | Desmarestia viridis,NA,eaten by,FBC:SLB:SpecCode:50007,Strongylocentrotus droebachiensis,Echinoidea | Echinoida | Strongylocentrotidae | Strongylocentrotus | Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA
GBIF:5423348,Desmarestia viridis,Chromista | Ochrophyta | Phaeophyceae | Desmarestiales | Desmarestiaceae | Desmarestia | Desmarestia viridis,NA,eaten by,EOL_V2:595071,Buccinum undatum,Animalia | Mollusca | Gastropoda | Neogastropoda | Buccinoidea | Buccinidae | Buccinum | Buccinum undatum,NA,NA,NA,NA,NA
GBIF:5423348,Desmarestia viridis,Chromista | Ochrophyta | Phaeophyceae | Desmarestiales | Desmarestiaceae | Desmarestia | Desmarestia viridis,NA,eaten by,EOL:599668,Strongylocentrotus droebachiensis,Animalia | Echinodermata | Echinoidea | Camarodonta | Odontophora | Strongylocentrotidae | Strongylocentrotus | Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA
GBIF:5423348,Desmarestia viridis,Chromista | Ochrophyta | Phaeophyceae | Desmarestiales | Desmarestiaceae | Desmarestia | Desmarestia viridis,NA,eaten by,EOL_V2:595071,Buccinum undatum,Animalia | Mollusca | Gastropoda | Neogastropoda | Buccinoidea | Buccinidae | Buccinum | Buccinum undatum,NA,NA,NA,NA,NA
GBIF:5423348,Desmarestia viridis,Chromista | Ochrophyta | Phaeophyceae | Desmarestiales | Desmarestiaceae | Desmarestia | Desmarestia viridis,NA,eaten by,EOL:619401,Littorina saxatilis,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina saxatilis,NA,NA,NA,NA,NA
GBIF:5423348,Desmarestia viridis,Chromista | Ochrophyta | Phaeophyceae | Desmarestiales | Desmarestiaceae | Desmarestia | Desmarestia viridis,NA,eaten by,EOL:599668,Strongylocentrotus droebachiensis,Animalia | Echinodermata | Echinoidea | Camarodonta | Odontophora | Strongylocentrotidae | Strongylocentrotus | Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA
GBIF:5423348,Desmarestia viridis,Chromista | Ochrophyta | Phaeophyceae | Desmarestiales | Desmarestiaceae | Desmarestia | Desmarestia viridis,NA,eaten by,EOL:619401,Littorina saxatilis,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina saxatilis,NA,NA,NA,NA,NA
WORMS:158062,Echinarachnius parma,Biota | Animalia | Echinodermata | Echinozoa | Echinoidea | Euechinoidea | Irregularia | Neognathostomata | Clypeasteroida | Scutellina | Scutelliformes | Echinarachniidae | Echinarachnius | Echinarachnius parma,NA,eaten by,FBC:FB:SpecCode:524,Pseudopleuronectes americanus,Actinopterygii | Pleuronectiformes | Pleuronectidae | Pseudopleuronectes | Pseudopleuronectes americanus,NA,NA,NA,NA,NA
WORMS:158062,Echinarachnius parma,Biota | Animalia | Echinodermata | Echinozoa | Echinoidea | Euechinoidea | Irregularia | Neognathostomata | Clypeasteroida | Scutellina | Scutelliformes | Echinarachniidae | Echinarachnius | Echinarachnius parma,NA,eaten by,FBC:FB:SpecCode:524,Pseudopleuronectes americanus,Actinopterygii | Pleuronectiformes | Pleuronectidae | Pseudopleuronectes | Pseudopleuronectes americanus,NA,NA,NA,NA,NA
WORMS:158062,Echinarachnius parma,Biota | Animalia | Echinodermata | Echinozoa | Echinoidea | Euechinoidea | Irregularia | Neognathostomata | Clypeasteroida | Scutellina | Scutelliformes | Echinarachniidae | Echinarachnius | Echinarachnius parma,NA,preyed upon by,FBC:SLB:SpecCode:26783,Cancer borealis,Malacostraca | Decapoda | Cancridae | Cancer | Cancer borealis,NA,NA,NA,NA,NA
WORMS:158062,Echinarachnius parma,Biota | Animalia | Echinodermata | Echinozoa | Echinoidea | Euechinoidea | Irregularia | Neognathostomata | Clypeasteroida | Scutellina | Scutelliformes | Echinarachniidae | Echinarachnius | Echinarachnius parma,NA,preyed upon by,FBC:SLB:SpecCode:26783,Cancer borealis,Malacostraca | Decapoda | Cancridae | Cancer | Cancer borealis,NA,NA,NA,NA,NA
ITIS:158016,Echinarachnius parma,Animalia | Bilateria | Deuterostomia | Echinodermata | Echinozoa | Echinoidea | Euechinoidea | Gnathostomata | Clypeasteroida | Scutellina | Echinarachniidae | Echinarachnius | Echinarachnius parma,NA,eaten by,ITIS:157969,Strongylocentrotus droebachiensis,Animalia | Bilateria | Deuterostomia | Echinodermata | Echinozoa | Echinoidea | Euechinoidea | Echinacea | Echinoida | Strongylocentrotidae | Strongylocentrotus | Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA
ITIS:158016,Echinarachnius parma,Animalia | Bilateria | Deuterostomia | Echinodermata | Echinozoa | Echinoidea | Euechinoidea | Gnathostomata | Clypeasteroida | Scutellina | Echinarachniidae | Echinarachnius | Echinarachnius parma,NA,eaten by,ITIS:157969,Strongylocentrotus droebachiensis,Animalia | Bilateria | Deuterostomia | Echinodermata | Echinozoa | Echinoidea | Euechinoidea | Echinacea | Echinoida | Strongylocentrotidae | Strongylocentrotus | Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA
EOL:599446,Electra pilosa,Animalia | Bryozoa | Gymnolaemata | Cheilostomatida | Membraniporoidea | Electridae | Electra | Electra pilosa,NA,preyed upon by,EOL:598481,Asterias rubens,Animalia | Echinodermata | Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,NA,NA,NA,NA
EOL:599446,Electra pilosa,Animalia | Bryozoa | Gymnolaemata | Cheilostomatida | Membraniporoidea | Electridae | Electra | Electra pilosa,NA,preyed upon by,EOL:598481,Asterias rubens,Animalia | Echinodermata | Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,NA,NA,NA,NA
EOL:9836,Fucus,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Fucus,NA,eaten by,BioGoMx:Spp-59-0782,Cancer irroratus,Animalia | Arthropoda | Crustacea | Malacostraca | Decapoda | Pleocyemata | Brachyura | Eubrachyura | Heterotremata | Cancroidea | Cancridae | Cancer | Cancer irroratus,NA,NA,NA,NA,NA
EOL:9836,Fucus,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Fucus,NA,eaten by,EOL:599668,Strongylocentrotus droebachiensis,Animalia | Echinodermata | Echinoidea | Camarodonta | Odontophora | Strongylocentrotidae | Strongylocentrotus | Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA
EOL:9836,Fucus,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Fucus,NA,eaten by,EOL:586346,Testudinalia testudinalis,Animalia | Mollusca | Gastropoda |  | Lottioidea | Lottiidae | Testudinalia | Testudinalia testudinalis,NA,NA,NA,NA,NA
EOL:9836,Fucus,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Fucus,NA,eaten by,EOL:619401,Littorina saxatilis,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina saxatilis,NA,NA,NA,NA,NA
EOL:9836,Fucus,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Fucus,NA,eaten by,EOL:619396,Littorina littorea,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina littorea,NA,NA,NA,NA,NA
EOL:9836,Fucus,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Fucus,NA,eaten by,EOL:619397,Littorina obtusata,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina obtusata,NA,NA,NA,NA,NA
EOL:9836,Fucus,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Fucus,NA,eaten by,EOL:586346,Testudinalia testudinalis,Animalia | Mollusca | Gastropoda |  | Lottioidea | Lottiidae | Testudinalia | Testudinalia testudinalis,NA,NA,NA,NA,NA
EOL:9836,Fucus,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Fucus,NA,eaten by,EOL:619397,Littorina obtusata,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina obtusata,NA,NA,NA,NA,NA
EOL:9836,Fucus,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Fucus,NA,eaten by,EOL:619401,Littorina saxatilis,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina saxatilis,NA,NA,NA,NA,NA
EOL:9836,Fucus,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Fucus,NA,eaten by,EOL:599668,Strongylocentrotus droebachiensis,Animalia | Echinodermata | Echinoidea | Camarodonta | Odontophora | Strongylocentrotidae | Strongylocentrotus | Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA
EOL:9836,Fucus,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Fucus,NA,eaten by,EOL:619396,Littorina littorea,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina littorea,NA,NA,NA,NA,NA
EOL:9836,Fucus,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Fucus,NA,eaten by,BioGoMx:Spp-59-0782,Cancer irroratus,Animalia | Arthropoda | Crustacea | Malacostraca | Decapoda | Pleocyemata | Brachyura | Eubrachyura | Heterotremata | Cancroidea | Cancridae | Cancer | Cancer irroratus,NA,NA,NA,NA,NA
EOL:893114,Fucus vesiculosus,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Fucus | Fucus vesiculosus,NA,eaten by,FBC:SLB:SpecCode:3442,Littorina littorea,Gastropoda | Neotaenioglossa | Littorinidae | Littorina | Littorina littorea,NA,NA,NA,NA,NA
