sourceTaxonName2,targetTaxonName2,sourceTaxon_zone,targetTaxon_zone,interactionTypeName,Paper ID,Reference DOI,sourceTaxonName,targetTaxonName,localityName,decimalLatitude,decimalLongitude,observationDateTime,Reference ISBN,Notes,source_taxon_external_id,source_taxon_path,source_specimen_life_stage,target_taxon_external_id,target_taxon_path,target_specimen_life_stage,latitude,longitude,study_citation,study_source_citation
Cancer irroratus,Littorina obtusata,Subtidal,Intertidal,preys on,NA,NA,Cancer irroratus,Littorina obtusata,NA,NA,NA,NA,NA,NA,BioGoMx:Spp-59-0782,Animalia | Arthropoda | Crustacea | Malacostraca | Decapoda | Pleocyemata | Brachyura | Eubrachyura | Heterotremata | Cancroidea | Cancridae | Cancer | Cancer irroratus,NA,EOL:619397,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina obtusata,NA,NA,NA,NA,NA
Cancer irroratus,Mytilus edulis,Subtidal,Both,preys on,NA,10.1016/j.jembe.2010.10.005,Cancer irroratus,Mytilus edulis,"Damariscotta River, ME",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cancer irroratus,Nucella lapillus,Subtidal,Intertidal,preys on,NA,10.1016/j.jembe.2010.10.005,Cancer irroratus,Nucella lapillus,"Damariscotta River, ME",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cancer irroratus,Placopecten magellanicus,Subtidal,Subtidal,preys on,109,10.1139/f79-077,Cancer irroratus,Placopecten magellanicus,NA,NA,NA,NA,NA,requested for location,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cancer irroratus,Saccharina latissima,Subtidal,Subtidal,eats,NA,NA,Cancer irroratus,Saccharina latissima,NA,NA,NA,NA,NA,NA,BioGoMx:Spp-59-0782,Animalia | Arthropoda | Crustacea | Malacostraca | Decapoda | Pleocyemata | Brachyura | Eubrachyura | Heterotremata | Cancroidea | Cancridae | Cancer | Cancer irroratus,NA,http://taxon-concept.plazi.org/id/Chromista/Saccharina_latissima_Linnaeus_1753,Chromista | Ochrophyta | Phaeophyceae | Laminariales | Laminariaceae | Saccharina | Saccharina latissima,NA,NA,NA,NA,NA
Cancer irroratus,Semibalanus balanoides,Subtidal,Intertidal,preys on,105,10.1016/j.jembe.2013.09.021,Cancer irroratus,Semibalanus balanoides,"Saco Bay, Gulf of Maine",43.44222222,-70.33388889,4/16-11/15/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cancer irroratus,Strongylocentrotus droebachiensis,Subtidal,Both,eats,NA,NA,Cancer irroratus,Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:26784,Malacostraca | Decapoda | Cancridae | Cancer | Cancer irroratus,NA,FBC:SLB:SpecCode:50007,Echinoidea | Echinoida | Strongylocentrotidae | Strongylocentrotus | Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA
Cancer irroratus,Strongylocentrotus droebachiensis,Subtidal,Both,preys on,NA,10.3354/meps10983,Cancer irroratus,Strongylocentrotus droebachiensis,"St. Margarets Bay, Nova Scotia",44.695,-64.25805556,7/1/2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cancer irroratus,Tautogolabrus adspersus,Subtidal,Subtidal,preys on,104,10.1080/00028487.2014.931300,Cancer irroratus,Tautogolabrus adspersus,Gulf of St. Lawrence,NA,NA,1999-2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cancer irroratus,Tectura testinalis,Subtidal,Intertidal,preys on,NA,NA,Cancer irroratus,Testudinalia testudinalis,NA,NA,NA,NA,NA,NA,BioGoMx:Spp-59-0782,Animalia | Arthropoda | Crustacea | Malacostraca | Decapoda | Pleocyemata | Brachyura | Eubrachyura | Heterotremata | Cancroidea | Cancridae | Cancer | Cancer irroratus,NA,EOL:586346,Animalia | Mollusca | Gastropoda |  | Lottioidea | Lottiidae | Testudinalia | Testudinalia testudinalis,NA,NA,NA,NA,NA
Cancer irroratus,Testudinalia testudinalis,Subtidal,Both,preys on,NA,NA,Cancer irroratus,Testudinalia testudinalis,NA,NA,NA,NA,NA,NA,BioGoMx:Spp-59-0782,Animalia | Arthropoda | Crustacea | Malacostraca | Decapoda | Pleocyemata | Brachyura | Eubrachyura | Heterotremata | Cancroidea | Cancridae | Cancer | Cancer irroratus,NA,EOL:586346,Animalia | Mollusca | Gastropoda |  | Lottioidea | Lottiidae | Testudinalia | Testudinalia testudinalis,NA,NA,NA,NA,NA
Cancer irroratus,Ulvaria,Subtidal,Subtidal,eats,NA,NA,Cancer irroratus,Ulvaria obscura,NA,NA,NA,NA,NA,NA,BioGoMx:Spp-59-0782,Animalia | Arthropoda | Crustacea | Malacostraca | Decapoda | Pleocyemata | Brachyura | Eubrachyura | Heterotremata | Cancroidea | Cancridae | Cancer | Cancer irroratus,NA,GBIF:7716234,Plantae | Chlorophyta | Ulvophyceae | Ulvales | Ulvaceae | Ulvaria | Ulvaria obscura,NA,NA,NA,NA,NA
Carcinus maenas,Amphipoda,Both,Both,eats,NA,NA,Carcinus maenas,Amphipoda,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:26397,Malacostraca | Decapoda | Portunidae | Carcinus | Carcinus maenas,NA,EOL_V2:1158,Animalia | Arthropoda | Malacostraca | Amphipoda,NA,NA,NA,NA,NA
Carcinus maenas,Anomia simplex,Both,Both,preys on,489,NA,Anomia simplex,Carcinus maenas,"Ft. Stark, Newcastle, NH",43.0580011,-70.7148542,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carcinus maenas,Anurida maritima,Both,Intertidal,preys on,26,NA,Anurida maritima,Carcinus maenas,"Bristol Channel, UK",NA,NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carcinus maenas,Ascophyllum nodosum,Both,Both,eats,NA,NA,Carcinus maenas,Ascophyllum nodosum,NA,NA,NA,NA,NA,NA,EOL_V2:128502,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,EOL:902587,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Ascophyllum | Ascophyllum nodosum,NA,NA,NA,NA,NA
Carcinus maenas,Ascophyllum nodosum,Both,Both,preys on,51,10.1098/rspb.2016.2590,Ascophyllum nodosum,Carcinus maenas,Maine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carcinus maenas,Asterias rubens,Both,Subtidal,preys on,NA,NA,Carcinus maenas,Asterias rubens,NA,NA,NA,NA,NA,NA,EOL_V2:128502,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,EOL:598481,Animalia | Echinodermata | Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,NA,NA,NA,NA
Carcinus maenas,Barnacle,Both,Subtidal,preys on,NA,10.1651/08-3066.1,Carcinus maenas,Barnacle sp.,Appledore Island,42.96666667,-70.61666667,6/1/2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carcinus maenas,Carcinus maenas,Both,Both,eats,NA,NA,Carcinus maenas,Carcinus maenas,NA,NA,NA,NA,NA,NA,EOL_V2:128502,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,EOL_V2:128502,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,NA,NA,NA,NA
Carcinus maenas,Carcinus maenas,Both,Both,preys on,NA,NA,Carcinus maenas,Carcinus maenas,NA,NA,NA,NA,NA,NA,EOL_V2:128502,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,EOL_V2:128502,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,NA,NA,NA,NA
Carcinus maenas,Ceramium virgatum,Both,Both,eats,NA,NA,Carcinus maenas,Ceramium virgatum,NA,NA,NA,NA,NA,NA,EOL_V2:128502,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,NBN:NHMSYS0021059806,Biota | Plantae | Rhodophyta | Florideophyceae | Ceramiales | Ceramiaceae | Ceramium | Ceramium virgatum,NA,NA,NA,NA,NA
Carcinus maenas,Chondrus crispus,Both,Both,eats,NA,NA,Carcinus maenas,Chondrus crispus,NA,NA,NA,NA,NA,NA,EOL_V2:128502,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,EOL:963603,Plantae | Biliphyta | Rhodophyta | Eurhodophytina | Florideophyceae | Rhodymeniophycidae | Gigartinales | Gigartinaceae | Chondrus | Chondrus crispus,NA,NA,NA,NA,NA
Carcinus maenas,Chondrus crispus,Both,Both,preys on,126,10.1007/s10530-008-9305-3,Chondrus crispus,Carcinus maenas,Odiorne Point NH,NA,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carcinus maenas,Colpomenia peregrina,Both,Both,eats,NA,NA,Carcinus maenas,Colpomenia peregrina,NA,NA,NA,NA,NA,NA,EOL_V2:128502,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,ALATaxon:NZOR-6-4858,Chromista | Ochrophyta | Phaeophyceae | Ectocarpales | Scytosiphonaceae | Colpomenia | Colpomenia peregrina,NA,NA,NA,NA,NA
Carcinus maenas,Corallina officinalis,Both,Both,eats,NA,NA,Carcinus maenas,Corallina officinalis,NA,NA,NA,NA,NA,NA,EOL_V2:128502,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,EOL:968017,Plantae | Biliphyta | Rhodophyta | Eurhodophytina | Florideophyceae | Corallinophycidae | Corallinales | Corallinaceae | Corallina | Corallina officinalis,NA,NA,NA,NA,NA
Carcinus maenas,Fucus vesiculosus,Both,Intertidal,eats,NA,NA,Carcinus maenas,Fucus vesiculosus,NA,NA,NA,NA,NA,NA,EOL_V2:128502,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,EOL:893114,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Fucus | Fucus vesiculosus,NA,NA,NA,NA,NA
Carcinus maenas,Fucus vesiculosus,Both,Intertidal,preys on,126,10.1007/s10530-008-9305-3,Fucus vesiculosus,Carcinus maenas,Odiorne Point NH,NA,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carcinus maenas,Homarus americanus,Both,Subtidal,preys on,190,10.2983/035.034.0336,Carcinus maenas,Homarus americanus,Harpswell ME,43.78333333,-69.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carcinus maenas,Isopods,Both,Intertidal,eats,NA,NA,Carcinus maenas,Isopoda,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:26397,Malacostraca | Decapoda | Portunidae | Carcinus | Carcinus maenas,NA,ITIS:92120,Animalia | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Crustacea | Malacostraca | Eumalacostraca | Peracarida | Isopoda,NA,NA,NA,NA,NA
Carcinus maenas,Lacuna vincta,Both,Intertidal,preys on,144,NA,Lacuna vincta,Carcinus maenas,"Ft. Stark, Newcastle, NH",43.05735232,-70.71161012,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carcinus maenas,Leathesia marina,Both,Intertidal,eats,NA,NA,Carcinus maenas,Leathesia marina,NA,NA,NA,NA,NA,NA,EOL_V2:128502,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,GBIF:7627628,Chromista | Ochrophyta | Phaeophyceae | Ectocarpales | Chordariaceae | Leathesia | Leathesia marina,NA,NA,NA,NA,NA
Carcinus maenas,Littorina littorea,Both,Intertidal,eats,NA,NA,Carcinus maenas,Littorina littorea,NA,NA,NA,NA,NA,NA,EOL_V2:128502,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,EOL:619396,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina littorea,NA,NA,NA,NA,NA
Carcinus maenas,Littorina littorea,Both,Intertidal,preys on,53,10.1890/0012-9658(2003)084[0629:TMEIRI]2.0.CO;2,Carcinus maenas,Littorina littorea,NA,NA,NA,NA,NA,may affect algal abundance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carcinus maenas,Littorina obtusata,Both,Intertidal,preys on,NA,10.1651/08-3066.1,Carcinus maenas,Littorina obtusata,Appledore Island,42.96666667,-70.61666667,6/1/2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carcinus maenas,Littorina saxatilis,Both,Intertidal,preys on,NA,NA,Carcinus maenas,Littorina saxatilis,NA,NA,NA,NA,NA,NA,EOL_V2:128502,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,EOL:619401,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina saxatilis,NA,NA,NA,NA,NA
Carcinus maenas,Mastocarpus stellatus,Both,Both,eats,NA,NA,Carcinus maenas,Mastocarpus stellatus,NA,NA,NA,NA,NA,NA,EOL_V2:128502,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,NBN:NHMSYS0021060194,Biota | Plantae | Rhodophyta | Florideophyceae | Gigartinales | Phyllophoraceae | Mastocarpus | Mastocarpus stellatus,NA,NA,NA,NA,NA
Carcinus maenas,Mastocarpus stellatus,Both,Both,preys on,126,10.1007/s10530-008-9305-3,Mastocarpus stellatus,Carcinus maenas,Odiorne Point NH,NA,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carcinus maenas,Mytilus edulis,Both,Both,preys on,NA,10.1016/j.jembe.2010.10.005,Carcinus maenas,Mytilus edulis,"Damariscotta River, ME",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carcinus maenas,Nucella lapillus,Both,Intertidal,preys on,NA,10.1016/j.jembe.2010.10.005,Carcinus maenas,Nucella lapillus,"Damariscotta River, ME",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carcinus maenas,Ostrea edulis,Both,Both,preys on,167,NA,Carcinus maenas,Ostrea edulis,Great Bay Estuary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carcinus maenas,Palmaria palmata,Both,Subtidal,eats,NA,NA,Carcinus maenas,Palmaria palmata,NA,NA,NA,NA,NA,NA,EOL_V2:128502,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,EOL:968088,Plantae | Biliphyta | Rhodophyta | Eurhodophytina | Florideophyceae | Nemaliophycidae | Palmariales | Palmariaceae | Palmaria | Palmaria palmata,NA,NA,NA,NA,NA
Carcinus maenas,Saccharina latissima,Both,Subtidal,eats,NA,NA,Carcinus maenas,Saccharina latissima,NA,NA,NA,NA,NA,NA,EOL_V2:128502,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,http://taxon-concept.plazi.org/id/Chromista/Saccharina_latissima_Linnaeus_1753,Chromista | Ochrophyta | Phaeophyceae | Laminariales | Laminariaceae | Saccharina | Saccharina latissima,NA,NA,NA,NA,NA
Carcinus maenas,Semibalanus balanoides,Both,Intertidal,preys on,51,10.1098/rspb.2016.2590,Carcinus maenas,Semibalanus balanoides,Maine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carcinus maenas,Sphacelaria cirrosa,Both,Intertidal,eats,NA,NA,Carcinus maenas,Sphacelaria cirrosa,NA,NA,NA,NA,NA,NA,EOL_V2:128502,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,EOL:916498,Chromista | Chromista | Phaeophyta | Phaeophyceae | Sphacelariales | Sphacelariaceae | Sphacelaria | Sphacelaria cirrosa,NA,NA,NA,NA,NA
Carcinus maenas,Spirorbis,Both,Intertidal,preys on,144,NA,Spirorbis,Carcinus maenas,"Ft. Stark, Newcastle, NH",43.05735232,-70.71161012,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carcinus maenas,Ulva lactuca,Both,Intertidal,eats,NA,NA,Carcinus maenas,Ulva lactuca,NA,NA,NA,NA,NA,NA,EOL_V2:128502,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,GBIF:5273309,Plantae | Chlorophyta | Ulvophyceae | Ulvales | Ulvaceae | Ulva | Ulva lactuca,NA,NA,NA,NA,NA
Colpomenia peregrina,Ahnfeltia plicata,Both,Intertidal,epiphyte of,132,10.3119/15-24,Colpomenia peregrina,Ahnfeltia plicata,Bay of Fundy,NA,NA,2011-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colpomenia peregrina,Ceramium virgatum,Both,Both,epiphyte of,132,10.3119/15-24,Colpomenia peregrina,Ceramium virgatum,Bay of Fundy,NA,NA,2011-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colpomenia peregrina,Chondrus crispus,Both,Both,epiphyte of,132,10.3119/15-24,Colpomenia peregrina,Chondrus crispus,Bay of Fundy,NA,NA,2011-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colpomenia peregrina,Corallina officinalis,Both,Both,epiphyte of,132,10.3119/15-24,Colpomenia peregrina,Corallina officinalis,Bay of Fundy,NA,NA,2011-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colpomenia peregrina,Cystoclonium purpureum,Both,Subtidal,epiphyte of,132,10.3119/15-24,Colpomenia peregrina,Cystoclonium purpureum,Bay of Fundy,NA,NA,2011-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colpomenia peregrina,Fucus vesiculosus,Both,Intertidal,epiphyte of,132,10.3119/15-24,Colpomenia peregrina,Fucus vesiculosus,Bay of Fundy,NA,NA,2011-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colpomenia peregrina,Mastocarpus stellatus,Both,Both,epiphyte of,132,10.3119/15-24,Colpomenia peregrina,Mastocarpus stellatus,Bay of Fundy,NA,NA,2011-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colpomenia peregrina,Mytilus edulis,Both,Both,epiphyte of,132,10.3119/15-24,Colpomenia peregrina,Mytilus edulis,Bay of Fundy,NA,NA,2011-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colpomenia peregrina,Semibalanus balanoides,Both,Intertidal,epiphyte of,132,10.3119/15-24,Colpomenia peregrina,Semibalanus balanoides,Bay of Fundy,NA,NA,2011-2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cyclopterus lumpus,Amphipoda,Subtidal,Both,eats,NA,NA,Cyclopterus lumpus,Amphipoda,NA,NA,NA,NA,NA,NA,EOL_V2:1011820,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cyclopteridae | Cyclopterus | Cyclopterus lumpus,NA,EOL_V2:1158,Animalia | Arthropoda | Malacostraca | Amphipoda,NA,NA,NA,NA,NA
Cyclopterus lumpus,Bonnemaisonia hamifera,Subtidal,Subtidal,eats,NA,NA,Cyclopterus lumpus,Bonnemaisonia hamifera,NA,NA,NA,NA,NA,NA,EOL_V2:1011820,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cyclopteridae | Cyclopterus | Cyclopterus lumpus,NA,FBC:SLB:SpecCode:118394,Florideophyceae | Bonnemaisoniales | Bonnemaisoniaceae | Bonnemaisonia | Bonnemaisonia hamifera,NA,NA,NA,NA,NA
Cyclopterus lumpus,Ceramium virgatum,Subtidal,Both,eats,NA,NA,Cyclopterus lumpus,Ceramium virgatum,NA,NA,NA,NA,NA,NA,EOL_V2:1011820,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cyclopteridae | Cyclopterus | Cyclopterus lumpus,NA,FBC:SLB:SpecCode:110144,Florideophyceae | Ceramiales | Ceramiaceae | Ceramium | Ceramium virgatum,NA,NA,NA,NA,NA
Cyclopterus lumpus,Chondrus crispus,Subtidal,Both,eats,NA,NA,Cyclopterus lumpus,Chondrus crispus,NA,NA,NA,NA,NA,NA,EOL_V2:1011820,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cyclopteridae | Cyclopterus | Cyclopterus lumpus,NA,EOL:963603,Plantae | Biliphyta | Rhodophyta | Eurhodophytina | Florideophyceae | Rhodymeniophycidae | Gigartinales | Gigartinaceae | Chondrus | Chondrus crispus,NA,NA,NA,NA,NA
Cyclopterus lumpus,Codium fragile,Subtidal,Both,eats,NA,NA,Cyclopterus lumpus,Codium fragile,NA,NA,NA,NA,NA,NA,EOL_V2:1011820,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cyclopteridae | Cyclopterus | Cyclopterus lumpus,NA,EOL:912591,Plantae | Viridiplantae | Chlorophyta | Chlorophyta | Chlorophytina | Ulvophyceae | Bryopsidales | Codiaceae | Codium | Codium fragile,NA,NA,NA,NA,NA
Cyclopterus lumpus,Fucus vesiculosus,Subtidal,Intertidal,eats,NA,NA,Cyclopterus lumpus,Fucus vesiculosus,NA,NA,NA,NA,NA,NA,EOL_V2:1011820,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cyclopteridae | Cyclopterus | Cyclopterus lumpus,NA,EOL:893114,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Fucus | Fucus vesiculosus,NA,NA,NA,NA,NA
Cyclopterus lumpus,Idotea balthica,Subtidal,Intertidal,eats,NA,NA,Cyclopterus lumpus,Idotea balthica,NA,NA,NA,NA,NA,NA,EOL_V2:1011820,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cyclopteridae | Cyclopterus | Cyclopterus lumpus,NA,EOL_V2:343405,Animalia | Arthropoda | Malacostraca | Isopoda | Idoteidae | Idotea | Idotea balthica,NA,NA,NA,NA,NA
Cyclopterus lumpus,Ophiopholis aculeata,Subtidal,Subtidal,eats,158b,10.1098/rstb.2008.0278,Cyclopterus lumpus,Ophiopholis aculeata,NA,NA,NA,NA,NA,EOL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cyclopterus lumpus,Sphacelaria cirrosa,Subtidal,Intertidal,eats,NA,NA,Cyclopterus lumpus,Sphacelaria cirrosa,NA,NA,NA,NA,NA,NA,EOL_V2:1011820,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cyclopteridae | Cyclopterus | Cyclopterus lumpus,NA,EOL:916498,Chromista | Chromista | Phaeophyta | Phaeophyceae | Sphacelariales | Sphacelariaceae | Sphacelaria | Sphacelaria cirrosa,NA,NA,NA,NA,NA
Cyclopterus lumpus,Ulva lactuca,Subtidal,Intertidal,eats,NA,NA,Cyclopterus lumpus,Ulva lactuca,NA,NA,NA,NA,NA,NA,EOL_V2:1011820,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cyclopteridae | Cyclopterus | Cyclopterus lumpus,NA,GBIF:5273309,Plantae | Chlorophyta | Ulvophyceae | Ulvales | Ulvaceae | Ulva | Ulva lactuca,NA,NA,NA,NA,NA
Elachista fucicola,Ascophyllum nodosum,Intertidal,Both,parasite of,204,NA,Elachista fucicola,Ascophyllum nodosum,"Tor Bay Provincial Park, Guysborough Co., Nova Scotia",49.19,-61.34,2000-2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hemigrapsus sanguineus,Anomia simplex,Intertidal,Both,preys on,489,NA,Anomia simplex,Hemigrapsus sanguineus,"Ft. Stark, Newcastle, NH",43.0580011,-70.7148542,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hemigrapsus sanguineus,Ascophyllum nodosum,Intertidal,Both,preys on,126,10.1007/s10530-008-9305-3,Hemigrapsus sanguineus,Ascophyllum nodosum,Odiorne Point NH,NA,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hemigrapsus sanguineus,Chondrus crispus,Intertidal,Both,preys on,126,10.1007/s10530-008-9305-3,Hemigrapsus sanguineus,Chondrus crispus,Odiorne Point NH,NA,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hemigrapsus sanguineus,Crepidula fornicata,Intertidal,Both,preys on,193,10.1016/j.jembe.2009.12.011,Hemigrapsus sanguineus,Crepidula fornicata,Nahant MA,NA,NA,2001-2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hemigrapsus sanguineus,Fucus vesiculosus,Intertidal,Intertidal,preys on,126,10.1007/s10530-008-9305-3,Hemigrapsus sanguineus,Fucus vesiculosus,Odiorne Point NH,NA,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hemigrapsus sanguineus,Hemigrapsus sanguineus,Intertidal,Intertidal,preys on,9,NA,Hemigrapsus sanguineus,Hemigrapsus sanguineus,"Bristol, Rhode Island, USA",41.643389,-71.259417,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hemigrapsus sanguineus,Homarus americanus,Intertidal,Subtidal,preys on,190,10.2983/035.034.0336,Hemigrapsus sanguineus,Homarus americanus,Harpswell ME,43.78333333,-69.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hemigrapsus sanguineus,Lacuna vincta,Intertidal,Intertidal,preys on,144,NA,Lacuna vincta,Hemigrapsus sanguineus,"Ft. Stark, Newcastle, NH",43.05735232,-70.71161012,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hemigrapsus sanguineus,Littorina littorea,Intertidal,Intertidal,preys on,126,10.1007/s10530-008-9305-3,Hemigrapsus sanguineus,Littorina littorea,Odiorne Point NH,NA,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hemigrapsus sanguineus,Littorina obtusata,Intertidal,Intertidal,preys on,126,10.1007/s10530-008-9305-3,Hemigrapsus sanguineus,Littorina obtusata,Odiorne Point NH,NA,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hemigrapsus sanguineus,Mastocarpus stellatus,Intertidal,Both,preys on,126,10.1007/s10530-008-9305-3,Hemigrapsus sanguineus,Mastocarpus stellatus,Odiorne Point NH,NA,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hemigrapsus sanguineus,Mytilus edulis,Intertidal,Both,preys on,125,10.1651/C-2530,Hemigrapsus sanguineus,Mytilus edulis,Black Rock Harbor CT,41.14666667,-73.225,3/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hemigrapsus sanguineus,Nucella lapillus,Intertidal,Intertidal,preys on,126,10.1007/s10530-008-9305-3,Hemigrapsus sanguineus,Nucella lapillus,Odiorne Point NH,NA,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
